user_id,sex,job.title,organization,annual.salary,age,question,question_keywords,topic_keywords,X,Y,Z
2426,Male,"Public Defender Assistant, Sr",PDA Public Defender Administration,74252.01,63,Какого веса достигает камчатский краб? К какой группе относятся мелкие ракообразные? Кто является самим мелким членистоногим? Чем являются мелкие ракообразные? К какой группе относятся самые мелкие ракообразные? Какого веса достигает гигантский тасманийский краб (Pseudocarcinus gigas)? Какого веса достигает японский краб-паук (Macrocheira kaempferi)? Какова длина тела самых мелких ракообразных?,"веса, достигает, камчатский",году,284,750,624
2427,Female,Corrections ID Technician (D),COR Department of Corrections,29497.67,48,"В Европейском Сообществе понятие Baltija воспринимается как местный синоним Baltic(s) в каком смысле? Изданный в США Исторический словарь Эстонии (2004) в статье Балтийские провинции подтверждает, что и сегодня в русской речи многие называют этот регион как?","европейском, понятие, воспринимается",году,527,651,501
2428,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,34726.37,26,"Как происходят все процессы вблизи абсолютного нуля, согласно второго положение теоремы Нернста? Чем принято считать равным численное значение предела энтропии при стремлении к абсолютному нулю? Как по другому называется теорема Нернста? У чему стремится энтропия любой равновесной системы по мере приближения температуры к абсолютному нулю? Сколько положений включает в себя теорема Нернста?","происходят, процессы, абсолютного",году,778,110,293
2429,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,61217.94,44,"на чем основана история двенадцатилетнего мальчика-андроида чья картина Инопланетянин  что случилось с картиной, вышедшей на экраны 29 июня 2001 года с чем перекликается история двенадцатилетнего мальчика-андроида","основана, история, двенадцатилетнего",не определены,360,129,107
2430,Male,Video Integration Monitor PT,APD Atlanta Police Department,40600.04,31,Сколько благоприятных периодов пережил город Антверпен? Какой город в графстве Брабант стал центром экономики? Сколько кораблей проходило через Антверпен ежедневно? Куда переместился центр экономики Средиземноморья? Как называют век продолжившийся в Амстердаме?,"благоприятных, периодов, пережил",не определены,715,89,694
2431,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,64238.78,50,"Какой принцип соблюдается при присуждении степени кандидата наук? Какой код имеет специальность физическая химия? По какой специальности может быть присуждена степень кандидата физико-математических, технических или химических наук? Может ли конкретный диссертационный совет быть ограничен в номенклатуре присуждаемых степеней, в зависимости от отрасли? Какие специальности допускают присуждение соискателям учёной степени по нескольким вариантам отраслей наук?","принцип, соблюдается, присуждении",году,930,449,266
2432,Female,Public Information Officer,APD Atlanta Police Department,58926.01,38,"Как определяется в рациональной термодинамике температура? Какие понятия принципиально нельзя определить по отдельности? Между чем неравновесная термодинамика не проводит различия? Какие виды температур, отвечающих разным энергетическим потокам можно ввести в рассмотрение? Какие дисциплины рациональная термодинамике отвергала изначально?","определяется, рациональной, термодинамике",году,418,139,139
2433,Female,Court Support Specialist I (D),JDA Municipal Court Operations,30848.5,44,"Когда определённые участки путей закрываются на ремонт? Как работает метрополитен? Когда обновляется интерактивная карта, отражающая изменения на текущие выходные? Где можно узнать, какие есть сегодня изменения в расписании и какие альтернативные способы проезда предлагаются пассажирам? Когда можно узнать, какие есть сегодня изменения в расписании и какие альтернативные способы проезда предлагаются пассажирам?","определённые, участки, путей",году,252,736,873
2434,Male,Construction/Maintenance Worker (D),DWM Department of Watershed Management,31205.27,56,С позиций какой парадигмы системные функции взаимообусловлены и не существуют отдельно друг от друга? Какую важную задачу ставит перед собой наука? Какой подход представляет собой конкретизацию идей теории систем и системного анализа? На чем основывается понятие системных функций организации? Какие эффекты возникают при взаимодействии двух или более систем?,"позиций, парадигмы, системные",году,226,495,36
2435,Female,HRIS Specialist,DHR Department of Human Reources,41000.04,27,Что побудило Тиля оставить родной Брауншвейг? В какой период книга была переведена на многие европейские языки? Между какими городами скитался Тиль? Что высмеивал Тиль везде? Что являлось объектом насмешек Уленшпигеля?,"побудило, оставить, родной",не определены,102,405,677
2436,Female,Executive Assistant,DIT Department of Information Technology,44000.01,51,"Какие ходы стали использовать в группе НВБХМ при сочинении мелодий? На чем были построены мелодии, риффы и вокальные партии у других групп? Каким стал вокал в итоге? В чем заключалось отличие группы НВБХМ от их предшественников? Что начали использовать представители НВБХМ? натуральный минор, этнические лады, то есть гаммы,","ходы, стали, использовать",году,176,888,25
2437,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,62582.62,53,Из каких сегментов состоит тело личинки? Какое направление развития просматривается у двукрылых? Какую форму имеют личинки двукрылых? У представителей какого отряда двукрылых отсутствует голова? Как передвигаются личинки?,"сегментов, состоит, тело",году,420,519,389
2438,Male,Street Maintenance Supervisor,DPW Department of Public Works,43294.42,62,По какой ткани распространяются импульсы у губок? Когда было открыто медленное проведение электрических импульсов у стеклянных губок? Что вероятнее всего есть у некоторых пресноводных губок между клетками пинакодермы? Наличие чего сближает пинакодерму губок с эпителиями других животных?,"ткани, распространяются, импульсы",году,429,438,576
2439,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,33,В какой историографии народничество представляло второй этап революционного движения в России? С чем было связано движение народничества? Течение какой мысли господствовало в 1860—1880 годах в России? В какой период появилось народничество в Российской империи? Какие направления народничества выделяются?,"историографии, народничество, представляло",году,76,953,20
2440,Female,Video Integration Center Monitor,DWM Department of Watershed Management,43015.96,38,Чьи идеи вдохновили членов Земли и воли на возможность революции? Каким местом распространения печатной продукции располагало общество Земля и воля ? Назовите самое влиятельное тайное общество Петербурга в 1861-1864 гг? Получили ли идеи Земли и воли широкую поддержку народа?,"идеи, вдохновили, членов",году,36,902,143
2441,Male,Street Maintenance Supervisor,DPW Department of Public Works,39105.4,40,Какой алгоритм поиска путей ищет самый быстрый и дешевый путь между двумя валютами? За какое время пульсация позволяет пользователям или предприятиям проводить межвалютные транзакции? Что позволяет пользователям или предприятиям проводить межвалютные транзакции за 3-5 минут? Кем могуть быть разрешены платежи при пульсации?,"алгоритм, поиска, путей",году,361,701,861
2442,Male,Environmental Service Worker I (D),DPW Department of Public Works,25461.01,34,"Как новые рекруты небольших японских компаний учатся качественно работать? Что тренируются развивать новые рекруты в небольших японских компаниях? Согласно системе Meister кому отдаются новые рекруты для обучения? С какой европейской системой можно сравнить корпоративную культуру в небольших японских компаниях? Где получили бы более широкий, но менее глубокий тренинг новые рекруты в небольших японских компаниях?","новые, рекруты, небольших",году,560,59,742
2443,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,46784.62,35,По обе стороны какого океана многие животные и растения имеют ограниченные ареалы? Чем разделены многие животные и растения? Что Вегенер начал интенсивно искать? Какие аргументы стали другим направлением доказательства теории? Чем Вегенер не был удовлетворен?,"стороны, океана, многие",году,44,192,492
2444,Male,Fire Battalion Chief (E),AFR Atlanta Fire & Recuse,89906.78,50,"Где в настоящее время живет значительное число потомков шотландцев? Где, согласно переписи 2006 г., проживает 9,2 млн американцев шотландского и шотландско-ирландского происхождения? Когда Шотландия была регионом массовой эмиграции? Перепись населения Канады в каком году показала наличие 4,7 млн канадцев шотландского происхождения? Что такое американцы шотландско-ирландского происхождения?","настоящее, время, живет","шекспира, году",791,193,81
2445,Female,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,49211.14,47,Когда Воронеж перешел с пятизначной на шестизначную систему телефонных номеров? Когда в Воронеже открылась телеграфная станция? Когда Воронеж включили в междугороднюю телефонную систему? В каком году в Воронеже зафиксировали дефицит телефонных номеров?,"перешел, пятизначной, шестизначную",году,954,448,409
2446,Female,"Accounting Manager, Sr",DWM Department of Watershed Management,59197.63,40,Сколько отростков имеют псевдоуниполярные нейроны? Какой оболочкой выстланы псевдоуниполярные нейроны? Как разветвляется единственный отросток псевдоуниполярных нейронов? Где находятся псевдоуниполярные нейроны? К чему поступает возбуждение по одной из ветвей отростка?,"отростков, имеют, псевдоуниполярные",году,646,978,547
2447,Male,Solid Waste Operator II (D),DPW Department of Public Works,37781.42,54,Что происходит в процессе контакта между этими областями из области с полупроводником n-типа в область с полупроводником p-типа? Из чего состоит полупроводниковый диод? Что возникает вследствие этого возникает между двумя областями? С чем они потом рекомбинируют? Какая разница может быть между потенциалами ?,"происходит, процессе, контакта",году,654,148,288
2448,Male,Airport Operations Representative II (D),DOA Department of Aviation,53110.72,56,Что такое оптический дефект? Какой допуск длины волны видимого света допускается? какое отклонение стало катастрофическим для оптического дефекта? Какую проблему показал анализ изображения телескопа? что такое сильня сферическя аберрация?,"оптический, дефект, допуск",году,66,607,272
2449,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,49681.22,37,В каком году начали подготовку по специальности Управление инновациями ? В каком вузе впервые в России появилась специальность Инноватика ? В каких вузах созданы институты инноватики? Какая специальность является перспективным направлением образования?,"году, начали, подготовку",не определены,58,372,695
2450,Female,Construction/Maintenance Worker (D),DPW Department of Public Works,27684.57,56,"Что предшествовало появлению животноводства? что могли дать человеку одомашненные животные из пищи? Какие животные могли использоваться для охраны имущества? Что является наиболее древним промыслом человека после охоты, собирательства и рыболовства?","предшествовало, появлению, животноводства",не определены,842,314,125
2451,Male,Parks Supervisor (D),"PRC Parks, Recreation, & Cultural Affairs",38598.13,46,Из скольких вагонов составляются поезда восточного дивизиона ? Из вагонов какого типа составляются поезда восточного дивизиона ? Какие маршруты относятся к восточному дивизиону ? Внутри чего выделяется так называемый восточный дивизион ? С точки зрения чего совместим между собой подвижной состав двух дивизионов?,"скольких, вагонов, составляются",году,50,695,412
2452,Male,Firefighter (E),AFR Atlanta Fire & Recuse,50562.02,53,"Из каких групп состоял Тюркийский язык по С. Кукляшеву? К какой группе Кукляшев относит татарское, казахское (киргизское), башкирское, ногайское, кумыкское, карачаевское (корагайское), каракалпакское и мишарское наречия? В какой части книги автор пишет: Все языки, коими говорят и пишут турецкие и татарские племена, известны под общим названием „тюркийского, тюрки-тили“ ? Под каким общим названием известны татарские племена?","групп, состоял, тюркийский",году,130,733,305
2453,Male,"Water Service Representative, Sr",DWM Department of Watershed Management,30800.02,51,"Когда Стивен Кинг опубликовал ряд своих работ под псевдонимом Ричард Бахман? Под каким псевдонимом Стивен Кинг опубликовал свои книги Ярость , Долгая прогулка , Дорожные работы , Бегущий человек , и Худеющий ? Поклонником какой музыкальной группы является писатель Стивен Кинг?","опубликовал, ряд, работ",году,34,617,528
2454,Male,Facilities Maintenance Supervisor,EXE Executive Offices,55138.3,54,В каком сборнике представлено эссе вниз головой ? Постройку какого стадиона спонсировали супруги Кинг в 1992 году? Поклонником какого вида спорта является Стивен Кинг? В какой команде играл сын Стивена Кинга Оуэн в 1989 году? Поклонником какой бейсбольной команды является Стивен Кинг?,"сборнике, представлено, эссе",году,346,70,514
2455,Male,Fire Inspector,AFR Atlanta Fire & Recuse,39105.4,29,Кто опирался на колоссальный фактический материал в разделе Удельные объёмы и состав кремнезёмных соединений ? Что является критерием сходства и различия элементов? Что может служить на пользу естественной классификации минеральных и органических тел? Куда движется Д.И. Менделеев? К чему приходит Д.И. Менделеев?,"опирался, колоссальный, фактический","объектами, является, являются",421,538,418
2456,Female,Solid Waste Equipment Operator,DPW Department of Public Works,31533.57,52,"Чьё лидирующее положение должен был признать Посейдон? При помощи какого царя боги выстроили стены в городе? С кем предстал Посейдон в заговоре против Зевса? Кем было убит монстр, насланный на город? Какому правителю служили Посейдон и Аполлон в результате неудавшегося заговора?","чьё, лидирующее, положение",не определены,374,972,376
2457,Female,"Field Engineer, Sr",DWM Department of Watershed Management,51958.61,40,С чем сравнивают Илиаду и Одиссею ? В каком виде дошли эти поэмы до нашего времени ? Кто является виднейшим современным неоаналитиком? Чем занимается это направление? Что такое неоанализ?,"сравнивают, виде, дошли",не определены,200,873,301
2458,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,27,"На коком диалекте говорят в провинции Сондрио области Ломбардия Италии? Кто преобладает в округах Моэза и Бернина, районе Брегалья округа Малоя и коммуне Бивио района Зурзес округа Альбула? Какой диалект преобладает в округе Бернина? Какой диалект преобладает в округе Малоя и коммуне Бивио района Зурзес округа Альбула?","коком, диалекте, говорят","году, боуи, поэтики",888,749,394
2459,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42128.72,40,Какие особенности зимовки роз в России? Какой вид роз является родоначальником всех роз? Как долго цветут розы? Откуда Тибо VI привез прекрасный цветок? Сколько соцветий у розы?,"особенности, зимовки, роз",не определены,483,399,860
2460,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,35420.9,23,На что повлияло развитие концепции Сбалансированной системы показателей? Когда на управление эффективностью деятельности очень сильно повлияло развитие концепции Сбалансированной системы показателей? Для чего менеджеры используют сбалансированную систему показателей? Что очень сильно повлияло на управление эффективностью деятельности начиная с 1992 г.? Как используется сбалансированная система показателей?,"повлияло, развитие, концепции",году,175,38,920
2461,Male,Fire Equipment Service Technician (D),AFR Atlanta Fire & Recuse,27100.01,27,Какой индекс обычно служит бенчмарком фондового рынка в России? С чем чаще всего сравнивают доходность фонда? Какие ПИФы получили популярность в последнее время? Для чего может использоваться бенчмарк?,"индекс, служит, бенчмарком","такое, лавкрафт",316,126,919
2462,Male,Watershed Director II,DWM Department of Watershed Management,82500.0,60,В чем заключалась главная ценность метафизических моделей досократиков? Что давал новый способ получения знания досократиков? Какие вопросы ставили перед собой досократики?,"заключалась, главная, ценность",не определены,60,975,580
2463,Female,Office Support Assistant (D),PDA Public Defender Administration,30804.8,23,Какой предмет занимается вычислительной теорией графов? Что включает поле исследований теоретической информатики? Чем занимается теоретическая информатика? Как предмет занимается вычислимостью и вычислительной сложности? Что дополнительно включает поле исследований теоретической информатики?,"предмет, занимается, вычислительной",году,377,603,253
2464,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,48001.2,45,"В каком виде производится программное обеспечение? В виде каких программ часто распространяется и используется программное обеспечение? Что утрачивает программа при компиляции в машинный код? Особенность чего состоит в том, что оно производится в одной форме — в виде исходного текста, а распространяется и используется часто в другой — в виде исполнимых программ, машинных кодов? Каким кодом необходимо располагать, чтобы эффективно изменять программу, исправлять ошибки или даже просто точно установить, что и как делает программа?","виде, производится, программное",году,745,881,689
2465,Male,Intern,DWM Department of Watershed Management,33280.0,23,Когда разрушается защитная пленка? Каким блеском обладает магний? Что такое магний? Чем покрыта поверхность магния при обычных условиях? Как обозначается образование оксида и нитрида магния?,"разрушается, защитная, пленка",не определены,825,608,750
2466,Male,Solid Waste Operator I (D),DPW Department of Public Works,35982.55,46,"Какую еще фазу обслуживают финансы, наделенные функцией опосредствования кругооборота производственных фондов ,кроме фазы кругооборота Д — Т и Т — Д ? Похожа ли была воспроизводственная концепция с распределительной?","фазу, обслуживают, финансы",не определены,8,621,408
2467,Female,Plant Maintenance Mechanic (D),DWM Department of Watershed Management,44207.53,57,Из скольки элементов состоит здание Темперейт-хаусruen? Когда началось строительство Темперейт-хаусruen? Из каких элементов состоит здание Темперейт-хаусruen? Через сколько лет закончилось строительство Темперейт-хаусruen?,"скольки, элементов, состоит",не определены,295,237,4
2468,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,35,На чем основывается точка зрения ученых настроенных противоположно политологии? Какой наукой является политология в представлении многих учёных? С реализацией чего происходит процесс включения субъектов политики в деятельность? Какой процесс включают в себя законы тенденции и законы функционирования и развития политической жизни? Что является предметом изучения политологии?,"основывается, точка, зрения",году,478,752,296
2469,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,59005.65,44,сколько миллиардов рублей составляли активы банка на март 2012 года? сколько банк имеет подразделений? с какого времени банк является участником системы страхования вкладов? какое место занимает банк среди отечественных кредитных организаций по развитости филиально-офисной сети? сколько миллиардов рублей составляли вклады физических лиц на март 2012 года?,"миллиардов, рублей, составляли",году,381,670,338
2470,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,41,"В грруппу толстокожие (Pachydermata) входят ? Полифилетические группы являются ошибками классификации в связи с чем ? Группа, состоящая из членов, которые происходят из разных эволюционных линий, называется? Кишечнополостные был позднее разделён на книдарий и гребневиков на каком основании?","грруппу, толстокожие, входят",году,54,145,121
2471,Male,"Desk Top Support Technician, Sr",DPW Department of Public Works,60000.01,29,"Каким, по мнению Льва Троцкого, был режим, установившийся в Советском Союзе? Каким именно классом был отстранен от власти пролетариат? Аналогию с чем использовал Лев Троцкий в своем определении режима, установившегося в Советском Союзе? К чему стремится бюрократия? Какую из завоеваний Октябрьской революции поддерживает бюрократия?","мнению, режим, установившийся",году,173,852,824
2472,Male,Arborist,PCD Planning & Community Development,51511.42,35,"Какие данные могут использоваться при создании основы для скользящей шкалы? Какая возможность существует при работе с фиксированными ценами? В каких случаях применяют методы, основанные на установлении фиксированной цены?","данные, могут, использоваться",не определены,198,327,441
2473,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,67527.51,55,Какой период оставил после себя немало построек в Белграде? Какие династии правили страной после обретения независимости от Османской империи? Какой русский архитектор принимал активное участие в постройке Королевского дворца ? В каком году была построена резиденция в Дедине? В каком веке было создано независимое сербское государство?,"период, оставил, построек",году,66,474,57
2474,Female,"Human Resources, Associate",JDA Municipal Court Operations,42180.71,40,"Кому дали спасти Рин, чтобы снять печать, когда девушка окажется в Конохе? Кто замечает преследователей и вступает с ними в схватку? Кто появляется на поле боя? Кто хотел переманить Обито на свою сторону?","дали, спасти, снять",не определены,775,35,487
2475,Male,Watershed Director I,DWM Department of Watershed Management,100477.52,56,"Как называется затмение, которые хотя бы где-то на поверхности наблюдается как полное? Как еще называют кольцеобразное затмение? Чем закрывается Солнце в максимальной фазе затмения? Какие затмения бывают кроме полных и частных? Как называется затмение, которое наблюдается как частное?","называется, затмение, поверхности",не определены,864,638,602
2476,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,49211.14,36,"Что создаёт постоянно действующие предпосылки спекуляций на валютных и кредитных рынках, отсутствовавшие в эпоху золотого стандарта? Что отражает межстрановые соотношения масштабов цен? Когда отсутствовали спекуляции на валютных и кредитных рынках? Что отражают валютные курсы? Какие негативные последствия создает нестабильность национальных денежных систем и международной валютной системы, отсутствие всеобщего эквивалента , неравномерность инфляционных процессов?","создаёт, действующие, предпосылки",не определены,627,561,633
2477,Female,"Communications Dispatcher, Sr (D)",DOA Department of Aviation,44250.16,42,"Каким документом в международном праве впервые был установлен порядок судоходства по Дунаю (так называемый режим Дуная )? Какая страна после Первой мировой войны не подписала в 1921 году режим Дуная? Какие две комиссии регулировали на Дунае судоходство и различные вопросы, связанные с ним? Какой документ объявил Дунай международной рекой? В каком году после Первой мировой войны был установлен режим Дуная?","документом, международном, праве",году,324,535,974
2478,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,45808.67,36,Какие клетки дают возможность моллюскам менять окраску и маскироваться под цвет окружающей обстановки? Способность к чему помогает головоногим охотиться? Кем вероятно создается свет моллюсков способных к биолюминесцении?,"клетки, дают, возможность",не определены,603,674,978
2479,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42128.72,34,"Вследствие чего нарушаются процедуры проведения банковских операций и других сделок служащими кредитной организации и (или) иными лицами, согласно определению операционного риска? Какой риск возникает в результате несоответствия характеру и масштабам деятельности кредитной организации и (или) требованиям действующего законодательства внутренних порядков и процедур проведения банковских операций и других сделок, их нарушения служащими кредитной организации и (или) иными лицами (вследствие некомпетентности, непреднамеренных или умышленных действий или бездействия), несоразмерности (недостаточности) функциональных возможностей (характеристик) применяемых кредитной организацией информационных, технологических и других систем и (или) их отказов (нарушений функционирования), а также в результате воздействия внешних событий? Как называется риск возникновения убытков в результате несоответствия характеру и масштабам деятельности кредитной организации и (или) требованиям действующего законодательства внутренних порядков и процедур проведения банковских операций и других сделок, их нарушения служащими кредитной организации и (или) иными лицами (вследствие некомпетентности, непреднамеренных или умышленных действий или бездействия), несоразмерности (недостаточности) функциональных возможностей (характеристик) применяемых кредитной организацией информационных, технологических и других систем и (или) их отказов (нарушений функционирования), а также в результате воздействия внешних событий? В результате воздействия чего существует риск возникновения убытков, согласно определению операционного риска? В результате чего, согласно определению операционного риска, существует риск возникновения убытков?","нарушаются, процедуры, проведения",году,783,451,867
2480,Male,"Electrical Inspector, Sr",PCD Planning & Community Development,45655.08,61,"По какому сходству был сделан вывод после определяемого слова в обоих языках? Какие диалектологи пытались объединить оба взгляда на постпозитивную частицу? В каком языке была распространённая точка зрения о близости русской частицы -то по функциональным свойствам к постпозитивным артиклям? Исследователей русских диалектов. Какие частицы одновременно функции и определённости, и экспрессивности?","сходству, сделан, вывод","объектами, является, являются",998,286,652
2481,Male,Construction/Maintenance Worker (D),DWM Department of Watershed Management,25800.01,50,Когда был основан Баргузинский заповедник? Какая природоохранная мера стала одной из важнейших? Когда на территории Российской империи первый частный заповедник — заповедник Аскания-Нова — основал на территории своего имения Ф. Э. Фальц-Фейн? Когда отмечается Всероссийский День заповедников и национальных парков? Какой заповедник в России стал первым государственным?,"основан, баргузинский, заповедник",году,483,642,769
2482,Male,"Facilities Maintenance Mechanic, Sr (D)",DPW Department of Public Works,52875.57,64,"Кто был лидером Христианско-социальной партии в Вене в 1918 году? В какой период в Австрии воцарился фашизм, а затем нацизм? Какая партия формировала политику Вены до 1918 года? Как называли столицу Австрии европейские социалисты во времена Первой республики? Когда пришли к власти австрийские социал-демократы?","лидером, христианско, социальной",году,845,501,553
2483,Female,Corrections Officer (E),COR Department of Corrections,38400.34,46,"Что случилось, когда улучшение конструкции инструментов и совершенствование мастерства трубачей практически свели на нет проблему беглости и тембра? На каких инструментах в наше время оркестровые партии корнетов исполняются, как правило? Когда был, механизм вентилей, изобретённый?","случилось, улучшение, конструкции",году,492,817,337
